url,keyword,owner_handle,owner_name,caption,transcript,views,thumbnail,location_name,us_decision,relevance_decision,discovered_at,updated_at,status
https://www.instagram.com/reel/DEzMfkONO4u,pilates workouts,barnes_physiotherapy,Barnes Practice | Hertford Physiotherapy & Reformer Pilates,A few clips/photos including some of my wonderful clients. If you haven’t tried reformer Pilates DM me for more information. #rehabilitation #pilatesreformer #pilates #exercise #mind #mindset #january #strength #posture,,207,https://instagram.fgig14-2.fna.fbcdn.net/v/t51.2885-15/503130022_1251324940044866_7839695502351580725_n.jpg?stp=c0.420.1080.1080a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=instagram.fgig14-2.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QFOd5IHyga_PRd-usT6EMAAlNA-9fXIfmjKTTYg4YkzkTpGqPyzOHS15WX8ReE1uBE&_nc_ohc=ymp1gSFB3gIQ7kNvwEMmOMs&_nc_gid=3kgkSnu-CH-l4vYw2igZmA&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfccSUgUtr7Kcqa2XhAC4XewI8YkeJFq6H92kUowgu4VbQ&oe=68EEC687&_nc_sid=d885a2,The Barnes Physiotherapy Practice Ltd,,,2025-10-10T10:38:26.566Z,2025-10-10T10:39:17.778Z,hydrated
https://www.instagram.com/reel/C2nGbyKpKlk,pilates workouts,bodylinela,Maria Leone,"We are over 50 but not quite 60. The three of us have a lifetime of movement between us.  It is challenging  for fitness professionals to cope with the changes in our bodies. The key is to adapt and keep moving.  @colettevandyk is ranked 5th nationally in her age group as a duathlete. (Duathons nor triathlons). She is in the 98% in her age group as an ultramarathoner. @larisalotz has over 20 years in the industry as a functional trainer. (And she trains me) We both have two young adult children. It shows when you make movement a priority in your life. You don’t have to run marathons but try to move your body every day.  Share this with a friend who needs a little inspiration to get up and move.

You can workout with me lots of different ways.
At Home
Free You Tube Workouts
@pilatesanytimeus (code LEONE 30 days free)

Virtual- all groups available livestream if you have a reformer 

I teach 
Mon 12 pst
Wed 11 pst
Fri 9am pst
We have virtual groups available 10x a day.

Advanced/ PRO a class  Wed 2:30 pm pst taught by your truly.

Balanced Body Teacher Training
Mat 1- Feb 9-10
Reformer 1- March 8-10
SIGN UP EARLY- We will sell out!!!

New Livestream Workshop
Harmony in Motion- mastering multi level groups  Feb 3rd- 2-5pm pst $150 
Can’t make it?  Everyone will get a free recording.

All links in bio
 
#pilates #pilatesreformer #pilateslovers #pilateseveryday #pilatestododia #pilatesbody #pilatesforlife #pilatesforathletes #pilatesfordancers #pilatesforeverybody #reformer #functionalfitness #fitover40 #fitover50 #pilatesforrunners #ultramarathon #duathlon",,66778,https://instagram.fbpn3-1.fna.fbcdn.net/v/t51.2885-15/502087629_1029897929112430_1522768486257232342_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640_tt6&_nc_ht=instagram.fbpn3-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QF0Go7_eYSZrnOF9HugSM7pMyrQcYS6r_W9QEbAWPiTSRH_ZD-CohAcz5POxeHonx4&_nc_ohc=FtMTj_nZbQoQ7kNvwF6-Zuh&_nc_gid=IHa4NisvCrtMKztHeO9Lww&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afe46ngZ9oLC5w_OSZx7nTiwN4-Qp9LzjplFOHJ_DVyceQ&oe=68EE9FD0&_nc_sid=d885a2,Bodyline Pilates,,,2025-10-10T10:38:26.566Z,2025-10-10T10:39:17.778Z,hydrated
https://www.instagram.com/reel/DPmsCqijKcq,pilates workouts,core24healthclub,Core24 Health Clubs,"Meet, move, motivate 🔥🧘‍♀️ That’s the vibe in our Hot Mat Pilates classes at Core24.

Set in an infrared-heated studio, this isn’t just Pilates it’s a full body workout that builds strength, improves flexibility, and leaves you feeling energised from the inside out. The heat helps muscles warm up faster, supports mobility, and gives you that extra sweat factor that feels oh so good.

Our classes are about community as much as they are about core strength, a space to connect, push each other, and leave feeling stronger than when you walked in.

Tap the link in our bio to book your next class today! 

#Core24 #Core24HealthClub #TheresMoreAtCore24 #YourFitnessYourWay #HotMatPilates #PilatesAtCore24 #InfraredStudio #MeetMoveMotivate #Core24Community #StrengthAndSupport #WellnessJourney #MorningtonPeninsula",,57,https://instagram.fdel8-1.fna.fbcdn.net/v/t51.2885-15/561917874_18540577243021573_4653052074469762657_n.jpg?stp=c0.420.1080.1080a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=instagram.fdel8-1.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QEH_OIPvC_ZxoYbVPPEPM7aMjCFWTY08rbqCYwzE5epNcfEbI35-3jOrpvhy6PdJDc&_nc_ohc=QuslTcHNMHYQ7kNvwEP0VfR&_nc_gid=JG4sXPAYoAl18qMB3k98Ow&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afe0ifEMDdqgBuyI6Z7NlPjtVESbGJwKAPRFtnV1wCieoA&oe=68EEC26F&_nc_sid=d885a2,,,,2025-10-10T10:38:26.566Z,2025-10-10T10:39:17.778Z,hydrated
https://www.instagram.com/reel/DM88PP0gdWI,pilates workouts,pilates.for.performers,Pilates for Performers | Pilates Teacher Certification Program,"They say good things come in threes, and we couldn't agree more! Watch teacher training cohort members Hannah, Megan, and Kaitlyn working it out on the tower during a Sunday practice session 🌟

Fall is right around the corner! DM us for more info on our program. Our training is tailored to your needs, small group only, and designed with the busy performing artist in mind. 

#pilates #classicalpilates #ladderbarrel #props #nycpilates #spinecorrector #classicalpilatesteachers #pilatesteachers #movement #dance #broadway #theatre #pilateseducation #romana #pilateslife #pilateslove #nycpilates #actors #performers #nycarts #movementislife #mindbody #exercise #reformer #mat #cadillac #tower #pilatestower #reformerpilates #pilatesteachertraining",,249,https://scontent-atl3-3.cdninstagram.com/v/t51.2885-15/527400264_17871254235407839_3224053746378860796_n.jpg?stp=c0.453.1168.1168a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QE13Ih7PDgG3RtY19W4nEfsAiVADOSPhkxIV-xQFy3XBgzpQHU4y7Yd_j1c3U10iYo&_nc_ohc=o2GawenASaYQ7kNvwG4uw8O&_nc_gid=ysQEY6bxZT1MgYY-Ip--aA&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfeQZ-8VkDTWOTHSvjhzSak_C1SZxHmvGTMCD1vKKW7mXQ&oe=68EECF83&_nc_sid=d885a2,"New York, New York",,,2025-10-10T10:38:26.566Z,2025-10-10T10:39:17.778Z,hydrated
https://www.instagram.com/reel/DO9AOH2AKF6,nutrition,repjahanahayes,Rep. Jahana Hayes,"The USDA announced the termination of the annual Household Food Security Report, critical data on hunger in the U.S. Without this report, insight into the scope and severity of food insecurity will be lost. Refusing to collect the data, does not make the hunger crisis go away.",,134,https://instagram.flyn1-1.fna.fbcdn.net/v/t51.2885-15/552541881_639629548974584_9182203080474880916_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.flyn1-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QGWG8g3-rMBiziMejgm01b9i8X8vMwnh1olnVSgVtjVKdht0C1No00NA8SHAX4-wsw&_nc_ohc=kJYZjUYwqu8Q7kNvwGAa-pD&_nc_gid=oYdZwYm6Do_dd6GLOzrxVw&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AffqzjGIzniIq0OOqX02JAsslmGb6U1Z01aQYSuMKFn1Mw&oe=68EEA77F&_nc_sid=d885a2,,,,2025-10-10T10:58:32.729Z,2025-10-10T10:59:53.358Z,transcript_fetched
https://www.instagram.com/reel/DN286GsWui3,nutrition,seckennedy,Robert F. Kennedy Jr.,"I’m leading a team at @hhsgov, along with @edsecmcmahon, targeting the woeful lack of nutrition education in medicine. We can reverse the chronic disease epidemic simply by changing our diets and lifestyles, but to do that, we need nutrition to be a basic part of every doctor’s training.","Hey everybody, I'm Robert F. Kennedy Jr., your HHS Secretary. Today, the Trump administration is demanding bold reform in our medical education system. I'm leading a team at HHS with the support of Secretary McMann at the Department of Education that targets a situation that everyone has long recognized as wrong, but no one has yet had the gumption to fix. It's the woeful lack of nutrition education in medicine. Poor diet drives America's chronic disease crisis, fueling seven of our ten deadliest conditions. Each year it claims an estimated one million American lives through diet-related illnesses. Meanwhile, we pour more than $4 trillion annually into treating these preventable diseases, and we continue to graduate physicians unprepared to confront their root cause. The good news is that diet not only causes these conditions, it can also prevent and reverse them. But for too long we've instead analyzed the chronic disease crisis, commissioned studies, and pontificated about the importance of nutrition without taking any meaningful action. Recent data reveals a critical disconnect. Although all medical schools claim to include nutrition in their curricula, most medical students report receiving no formal nutrition education throughout their entire training. This leads to a troubling reality. Most medical students recognize nutrition as necessary. Nearly all medical residents are asked to counsel patients about nutrition, but fewer than a quarter of practicing physicians feel adequately prepared to provide nutrition advice. We can reverse the chronic disease epidemic simply by changing our diets and lifestyles, but to do that, we need nutrition to be a basic part of every doctor's training. We'll start by embedding nutrition directly into college pre-med programs and testing it on the MCAT. Every future physician should master the language of prevention before they even touch a stethoscope. Under President Trump's leadership, we are going to systematically transform nutrition education throughout American medicine, from more than 200 of America's medical schools, 13,000 residency and fellowship programs, and ultimately each of the nation's 1.1 million practicing physicians. In the future, doctors won't just prescribe drugs, they'll be able to prescribe diets as well, confidently screening for diet-related diseases and collaborating with nutrition experts to recommend food-based solutions. Our reforms will save our country hundreds of billions of dollars and prevent millions of debilitating chronic diseases. This is an approach that is both radical and common sense. We're going to reconnect medicine with its roots. Hippocrates, the father of medicine, said, ""Let food be thy medicine, and medicine be thy food."" His advice remains true today, and we're bringing back food to its proper place in medicine. Produced by the US Department of Health and Human Services.",144085,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/539886535_17870827188424741_4688002993400416250_n.jpg?stp=c0.420.1080.1080a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QF9Jees5PnaRFA4Vyoea1h3ZUYelBznj7FMsnLVu5tKl4c77aoN5qEeyBzJiNcS7RY&_nc_ohc=EaeHmOjmCFYQ7kNvwHgCC_Y&_nc_gid=unncThsbWE2Zc9wYLEXQ9g&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afcxbk-vMZQfm0ho6BYe5tDC7BmWXDmwrxRLU4acb2pp_g&oe=68EECE46&_nc_sid=d885a2,,,,2025-10-10T10:58:32.729Z,2025-10-10T10:59:53.358Z,transcript_fetched
https://www.instagram.com/reel/DPFcksPEWXg,nutrition,secrollins,Secretary Brooke Rollins,"This week @usdagov proposed common-sense changes to more than double the healthy eating opportunities for our most vulnerable populations by strengthening the stocking requirements for retailers participating in the Supplemental Nutrition Assistance Program (SNAP). 

We’re seeking to raise the bar for stocking by: 
 
▪️Increasing variety requirements to seven per staple food category, more than DOUBLING the food choices required
▪️Closing loopholes that allow certain snack foods to count as staple foods
▪️Simplifying food classification, making standards easier for retailers to understand and @USDA_FNS to enforce
 
These changes will reorient SNAP towards better nutrition and emphasizing whole, healthy food for program participants. 

With the help of Dr. @RealBenCarson, who was officially sworn in this week as the USDA National Nutrition Advisor, we are delivering on @POTUS’s promise to turn the tide on chronic disease and MAKE AMERICA HEALTHY AGAIN! 🥗",,5078,https://instagram.fcgh14-1.fna.fbcdn.net/v/t51.2885-15/554081492_1124382415883024_5596984311304813445_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fcgh14-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QFu_luSpMCeC79RhLCIuYDf2J2FB-n3qMHOhOWFwX2Lf52MqJOydHOUQlNm_9TMb6Y&_nc_ohc=D5qvQpN60BUQ7kNvwERunIm&_nc_gid=IesfxUYRoIa828mdSovPZQ&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AffJEqvt_1WINd0ar1NZ2Te8-30NWOYt7tE7fp-70t3N0w&oe=68EEA949&_nc_sid=d885a2,,,,2025-10-10T10:58:32.729Z,2025-10-10T10:59:53.358Z,transcript_fetched
https://www.instagram.com/reel/DMJOYnjOHmP,nutrition,hhsgov,U.S. Health & Human Services,"“We are going to have dietary guidelines that are based on science, not based on medical dogma.” — @fda Commissioner Makary",,4008,https://instagram.fsla3-1.fna.fbcdn.net/v/t51.2885-15/520305795_1373567501127475_1363843260017146256_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fsla3-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QFgTcO_nqDDjO_VJvq9IaO70f3X01dV9gTEm5CNta9qY2SonyvkaKacUQxS_MG5g70&_nc_ohc=j5v6CBK-j34Q7kNvwG7YeX9&_nc_gid=LuuHZ8pqx_zJtK3vsPyIpg&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfcUSimmbnKb6UYFvSof0nq-ZqhmgBl6DIsZchqwBbmfTQ&oe=68EEA520&_nc_sid=d885a2,,,,2025-10-10T10:58:32.729Z,2025-10-10T10:59:53.358Z,transcript_fetched
https://www.instagram.com/reel/DOZshKHDMKc,nutrition,seckennedy,Robert F. Kennedy Jr.,"Today, we released the Make Our Children Healthy Again strategy—the most significant reform of food and healthcare policy in modern history.",,209979,https://instagram.fpoa2-1.fna.fbcdn.net/v/t51.2885-15/546482882_607259535656433_4886408172131741004_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fpoa2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QEJ1ZlUBOU5ByQFf5pboqQmcSshrxsrYF81mYK1Ta53wTPic6kUCpue_803aUBNYzU&_nc_ohc=v9-C5SYmTFwQ7kNvwGo3qNI&_nc_gid=XsvY102lyKgQCkKinJTmzQ&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AffnAO8Ik2hHDui0qEWISiPjfo94kV2dv5ZUFz94MFoboA&oe=68EEC581&_nc_sid=d885a2,,,,2025-10-10T10:58:32.729Z,2025-10-10T10:59:19.585Z,hydrated
https://www.instagram.com/reel/DJ9kpVAhyuA,nutrition,afiafeed,American Feed Industry Assn.,"The U.S. feed industry is a $250 billion powerhouse, fueling agriculture and the economy. With over 80,000 jobs across the U.S., it’s more than feed — it’s a force driving innovation, nutrition and global leadership. #AFIA #FeedIndustry #MadeInAmerica","The American Feed Industry Association and its members are committed to meeting the world's growing demand for meats, milk, eggs, and seafood. With over 5,600 manufacturing facilities and a dedicated workforce of over 80,000 across the country, the animal food industry is a quarter trillion dollar a year powerhouse. It plays an essential role in the US economy and global food chain. Visit afia.org to learn how to support global food security and health.",3,https://instagram.fbgw61-2.fna.fbcdn.net/v/t51.2885-15/503108133_1393886464987449_7577268611791944705_n.jpg?stp=c0.237.612.612a_dst-jpg_e15_tt6&_nc_ht=instagram.fbgw61-2.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QGZeBvjSTfjCcNx3KdaOiM6CJx8SFKNsw_vT8xa6bW1CFFwp6wkFj23l8y91AWSe_w&_nc_ohc=VLZwct3qoRUQ7kNvwG6Qc-D&_nc_gid=pIlO31QG50TCVEdJWtMoGQ&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfdaEOm3uQmUn4zMdk0TfOpovVragPyHoqHrG3RIY9B0lA&oe=68EED4B2&_nc_sid=d885a2,,,,2025-10-10T10:58:32.729Z,2025-10-10T10:59:53.358Z,transcript_fetched
https://www.instagram.com/reel/DPSFtjBFU0d,nutrition,,,,,,,,,,2025-10-10T10:58:32.729Z,2025-10-10T10:58:32.729Z,pending
https://www.instagram.com/reel/DEx3YSNv7H2,nutrition,drjessicaknurick,"Jessica Knurick, PhD, RDN","The U.S. food environment, healthcare system, and social determinants of health disproportionately harm low-income populations.

As a result, health outcomes like obesity, chronic disease, and life expectancy show staggering disparities. Men in the highest income groups live 15 years longer than those in the lowest, and for women, the gap is 10 years (PMID: 27063997). 

Improving the health of Americans means focusing on those struggling the most. It means policies that make nutritious food accessible—not $48 olive oil, but produce that millions of Americans in food deserts lack access to. Nearly 14% of U.S. households, including 1 in 5 children, face food insecurity, where they can’t consistently get the food they need to meet basic nutritional needs.

It means expanding healthcare access, funding nutrition programs, and addressing economic stability and other social determinants of health—evidence-based solutions that benefit everyone, not just the wealthy.

Any movement claiming to “make America healthy” while ignoring these systemic issues isn’t genuine. And when that movement is led by wellness influencers profiting from expensive supplements, detoxes, and cold plunge pools—rather than public health experts - it’s even less genuine. 

#wellness #maha",,1049274,https://instagram.fmii3-1.fna.fbcdn.net/v/t51.2885-15/500640610_694486439843094_6535456933225916697_n.jpg?stp=c0.420.1080.1080a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=instagram.fmii3-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QHONwduDv6NHvEouzhJQ90EjQkLeluu-3W9QMzJR81ZMl2JglxSotOsx9zdu7buSaw&_nc_ohc=UuGHXe8u_sAQ7kNvwFONTAO&_nc_gid=0bnoroB91-LtAioJPzo3nw&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfceqmCJUEEobDWZdU2XzLcNdX5kKK9ES30vNM9VXwxlPw&oe=68EEC384&_nc_sid=d885a2,,,,2025-10-10T10:58:32.729Z,2025-10-10T10:59:19.585Z,hydrated
https://www.instagram.com/reel/DO815jwgZ-6,nutrition,seckennedy,Robert F. Kennedy Jr.,"@acf_gov is unleashing more than $60 million to power up 290+ @headstartgov programs nationwide—boosting nutrition education like never before. 

At @hhsgov, we’re making sure Head Start also means a healthy start.",,103697,https://instagram.fdel1-8.fna.fbcdn.net/v/t51.2885-15/552421571_17874010173424741_7130408492515118014_n.jpg?stp=c0.420.1080.1080a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=instagram.fdel1-8.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QGNrNNitLGrHxYwp7wTL0tasFS_jkc1qPLliD15TxoNk8qUyceY6WOvQXpyykTtNeE&_nc_ohc=t-ep8XgOK3IQ7kNvwG5oddg&_nc_gid=OdIq2EHXzgWmMn5T86ca_w&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfcFNuo9CKVUJiIJxv_mNzpFVcoVuDy8akDD2sP2nduMsQ&oe=68EEA458&_nc_sid=d885a2,,,,2025-10-10T10:58:32.729Z,2025-10-10T10:59:19.585Z,hydrated
https://www.instagram.com/reel/DOjjF43AklY,nutrition,eatright_pro,eatrightPRO,"🔥 Explore the ultra-hot topic of ultra-processed foods (UPFs) with Academy spokesperson Caroline West Passerrello, EdD, RDN, LDN!

📽️ ICMYI, for each topic in our Nutrition Fact Check campaign, we’ve got a short explainer video for consumers by our spokespeople.

👉 Head to sm.eatright.org/UPFs (link in bio) for more UPF info, including:

🔗 Our new practice trends article for practitioners, including a list of sources and our Summary of Science PDF.

📄 Link to eatright.org article on processed foods for consumers.

⬇️ A one-pager for your patients and clients, and more on the campaign!

#UltraProcessedFoods #eatrightPRO #dietetics",,406,https://instagram.feze8-2.fna.fbcdn.net/v/t51.2885-15/545367915_18290534560281448_737608220243783062_n.jpg?stp=c0.420.1080.1080a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=instagram.feze8-2.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QHUkQx1EFig4o3quui7GXI9n9_1rj8u7ap0fbUrypzMM2bznyK3EO6FSC61EFywu74&_nc_ohc=9n2mahSy_cwQ7kNvwGHuSdn&_nc_gid=Dbbp14zuzM2LCMoJ_VcTGA&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afe3QuWbgam5nCVKwxEC_HFckYgGm6LOcg-GPJR2WZNwuA&oe=68EECE78&_nc_sid=d885a2,,,,2025-10-10T10:58:32.729Z,2025-10-10T10:59:19.585Z,hydrated
https://www.instagram.com/reel/DPWii9tjV0V,nutrition,housecallsthepodcast,"Hugh House, M.D. with Matthew Waldron","Daily patients ask me how nutrition relates to their orthopedic ailments. My frequent replies. 
Most things we were taught in the 70s and 80s were wrong. Nutrition is complex with every one having different metabolisms, hormones, etc. If you struggle with nutrition there is a lot of new information and its worth taking another look. Consider talking to a nutritionist or your physician ( make sure they are interested and up to date) 
If your gut is inflamed your joints will be inflamed. 
Your diet determines your weight, your exercise decides how you look at that weight
Eat mostly lean meats, fish, vegetables, and fruit. Decrease Sugar and processed carbs. 
You can’t outrun a bad diet
Genes play a role but bad habits do as well. Bad habits are often passed down through generations. Illness may run in your family because no one runs in your family. ( or eats well) 
Eat food that gives you sustained energy
Its not about living forever. The goal is to be as healthy as possible in your last decade
#housecalls #housecallstheposcast",,1642,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/559946265_1313960503801827_7951817903232692032_n.jpg?stp=c0.249.640.640a_dst-jpg_e15_tt6&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGVQvEbI3LRr0cH-F0N4s1hoQxrGepYP34--CSLBZut5Nhr5ut3OTb0AwLxFfFGaBA&_nc_ohc=17vj1dACihsQ7kNvwGw7nng&_nc_gid=u5GKVCH2zArUjtdHXRyaIA&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afe8h-Q1YHGZBmlrlbiQ9YlWbdGfqCi_jEHUSYPT5P7nLQ&oe=68EEA8DA&_nc_sid=d885a2,,,,2025-10-10T10:58:32.729Z,2025-10-10T10:59:19.585Z,hydrated
https://www.instagram.com/reel/DNpk3bvN_Lw,nutrition,zeeliciousfoods,Winifred Nwania,"Yes, you can enjoy your favorite foods and still stay healthy! 

It’s all about balance, portion control, and making smarter swaps — not cutting out the meals you love. 

A healthy lifestyle doesn’t mean restriction; it means learning how to nourish your body while still indulging guilt-free.

we have an array of meal plans that can help you on your healthy eating journey which includes healthy and nourishing recipes, including;

- Breakfast, lunch, dinner, snack,smoothie and salad recipes

- ⁠Detailed ingredient list and procedure per recipe 

- Serving size and calorie count per recipe 

- ⁠A one or two week meal table

- A comprehensive shopping list 

* Healthy Living Articles tailor made for individual meal plans

Click the link in bio @zeeliciousfoods or send a DM to check them out and download the meal plan that fits your dietary needs.

#zeeliciousfoods😋 #healthylifestyle #healthytipsdaily",,6690,https://instagram.fepa14-1.fna.fbcdn.net/v/t51.2885-15/537644893_1472345297110020_3483717882379463181_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fepa14-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QHLNVangB8EZwEhCChqKj_AVPauxUJzF40YMmqtJGOcYahGyMbh4lLQjffq-BXd2BM&_nc_ohc=9550_RgCwqUQ7kNvwGFwr2J&_nc_gid=MZ24E1OWAIRvrEQEDi_dNQ&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfeoHK0FNS1F-jMgCzJ4s8-wbnik0_2O4r6liKqdR_HcDg&oe=68EECD28&_nc_sid=d885a2,,,,2025-10-10T10:58:32.729Z,2025-10-10T10:59:19.585Z,hydrated
https://www.instagram.com/reel/DOvh0FBEnYh,nutrition,aster.bangalore,Aster Hospitals,"🥗✨ This #NationalNutritionWeek, Senior Clinical Nutritionist Ms. Aditi Prasad Apte talks about the theme “Eating Healthy for a Better Life” and how mindful food choices can transform your health. 💙

#NutritionWeek #HealthyLiving #EatingHealthy #BetterLife #HealthyChoices #NutritionTips #WellnessJourney #EatRight #HealthyHabits #AsterRVHospital",,466,https://instagram.fbth8-1.fna.fbcdn.net/v/t51.2885-15/550742821_18412190371114828_2036729808747944859_n.jpg?stp=c0.210.540.540a_dst-jpg_e15_tt6&_nc_ht=instagram.fbth8-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QHxoMkeCB0mK_EwSyhGMH7nS-3uU2Bnc2ZBIUhU5Kk8Pl9IphMMiA9iiNVpmtSOiZ8&_nc_ohc=g4VF7YI_qoAQ7kNvwHLv-bw&_nc_gid=yLZD86Mspxu0z20igSu1Uw&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Aff7N4NTKEh3jyW9oRy1KFngDg2QK4LxHn5ftUrDhMmt8Q&oe=68EEA0C4&_nc_sid=d885a2,Aster RV Hospital,,,2025-10-10T10:58:32.729Z,2025-10-10T10:59:19.585Z,hydrated
https://www.instagram.com/reel/DCGZxiypjaq,nutrition,eqminds,EQ MINDS 🖤,"Ways to Eat Healthier at Work 🥗

Eating healthy at work starts with a little prep and planning on the weekend! It can be tough to stay on track (especially at this time of year), however, it all starts with habit 💪 Here are some tips to help you eat healthier next week:

1. Pack Your Lunch: When you can, pack your lunch to control your ingredients and portion sizes (bonus, this also saves money!) 

2. Snack Smart: Rather than opting for chocolate or chips, keep healthy snacks on hand, like fruits, nuts, and Greek yogurt.

3. Stay Hydrated: Sometimes we can mistakes a food or coffee craving for actually just being thirsty! Drink plenty of water throughout the day (aim for 3-3.5L). 

4. Practise Mindful Eating: When you eat, put the tech away. Be truly present at meal times and pay attention to your body’s hunger and fullness cues.

What are your favorite healthy work habits? Share your tips below! 👇

#nutrition #healthyfood #healthylifestyle #habit #health #nutritionist #eathealthy #eatwell",,3376,https://instagram.fcgp39-1.fna.fbcdn.net/v/t51.2885-15/502710283_598358629946488_5937915054077695466_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640_tt6&_nc_ht=instagram.fcgp39-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QFOuH6Pr2hAzTw1EXu-naVgELZyRHHHyX-k6eXMoy42iLIgJSOlCPo_xJ08ohKvDW0&_nc_ohc=5vrZIppOQKAQ7kNvwGKkqnC&_nc_gid=k71qfy7XzxpRlHPeglkBqw&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afed50iMBTgCqKXqR7I90AD5KaytaL471TFQ-4sR8ns7aQ&oe=68EEB9D1&_nc_sid=d885a2,,,,2025-10-10T10:58:32.729Z,2025-10-10T10:59:19.585Z,hydrated
https://www.instagram.com/reel/DM3NNEBNJSB,nutrition,azhealthzone_mcce,AZ Health Zone Maricopa County,"MyPlate Kitchen has recipes and resources to help build healthy, budget-friendly meals. Find #MyPlate Kitchen (and other healthy eating resources) at myplate.gov/whatsonmyplate. For more tips, follow #WhatsOnMyPlate and see how others are using MyPlate to save. 💙

#SNAPEdWorks #Nutrition #BeHealthyAZ #HaveAPlant #Recipes #AZHealthZone",,25,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/527188964_18408701050106215_4562875475829734558_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHDsuY0w5AnPlmzlS1q_QA7l5zq9kVF-7jQtqn91V5bloWRmnRDATG2aIOYtPrFQK0&_nc_ohc=xkHnp8ZIlEEQ7kNvwEwpDhS&_nc_gid=PpGTo8CTz3-FyrtjDNOFbg&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afe_Q1oXiaMwcCxm8ZlL2xUW_RyzZz1zR1Pqq2DA7RAc6g&oe=68EE9D73&_nc_sid=d885a2,,,,2025-10-10T10:58:32.729Z,2025-10-10T10:59:19.585Z,hydrated
